order_item_id,order_id,menu_item_name,item_category,quantity,price_per_unit,line_total
131,41,Starter Item 5,Starter,3,169.89,509.68
132,42,Main Course Item 22,Main Course,1,242.54,242.54
133,42,Dessert Item 36,Dessert,1,296.27,296.27
134,42,Starter Item 32,Starter,2,174.82,349.63
135,43,Dessert Item 30,Dessert,2,139.74,279.48
136,44,Beverage Item 20,Beverage,3,60.33,181.0
137,44,Main Course Item 16,Main Course,2,25.95,51.89
138,44,Beverage Item 39,Beverage,3,21.23,63.69
139,44,Dessert Item 35,Dessert,3,17.77,53.32
140,45,Dessert Item 32,Dessert,2,40.62,81.24
141,45,Main Course Item 40,Main Course,1,87.26,87.26
142,45,Starter Item 39,Starter,3,18.68,56.05
143,45,Starter Item 15,Starter,1,55.34,55.34
144,45,Main Course Item 38,Main Course,1,53.32,53.32
145,46,Starter Item 18,Starter,1,944.77,944.77
146,47,Main Course Item 14,Main Course,2,247.06,494.13
147,48,Main Course Item 32,Main Course,1,158.61,158.61
148,48,Dessert Item 42,Dessert,1,320.99,320.99
149,48,Main Course Item 27,Main Course,3,17.15,51.44
150,48,Main Course Item 48,Main Course,1,104.1,104.1
151,49,Main Course Item 30,Main Course,1,625.39,625.39
152,50,Dessert Item 11,Dessert,1,-34.43,-34.43
153,50,Dessert Item 30,Dessert,2,25.0,50.0
154,50,Main Course Item 41,Main Course,2,25.0,50.0
155,50,Beverage Item 3,Beverage,1,50.0,50.0
156,50,Starter Item 3,Starter,3,16.67,50.0
157,50,Dessert Item 27,Dessert,2,25.0,50.0
158,51,Dessert Item 48,Dessert,1,343.16,343.16
159,51,Beverage Item 37,Beverage,2,52.25,104.5
160,51,Main Course Item 24,Main Course,3,77.23,231.68
161,51,Beverage Item 40,Beverage,2,157.87,315.74
162,51,Beverage Item 11,Beverage,3,65.72,197.17
163,52,Starter Item 21,Starter,1,214.49,214.49
164,52,Dessert Item 49,Dessert,3,93.06,279.19
165,52,Beverage Item 31,Beverage,3,72.07,216.2
166,52,Main Course Item 19,Main Course,2,25.68,51.36
167,52,Main Course Item 10,Main Course,2,25.76,51.51
168,53,Starter Item 22,Starter,2,77.95,155.9
169,53,Dessert Item 13,Dessert,3,18.57,55.72
170,53,Main Course Item 45,Main Course,1,78.76,78.76
171,53,Dessert Item 26,Dessert,1,151.02,151.02
172,54,Main Course Item 29,Main Course,1,-19.44,-19.44
173,54,Beverage Item 32,Beverage,3,16.67,50.0
174,54,Main Course Item 17,Main Course,1,50.0,50.0
175,54,Dessert Item 19,Dessert,2,25.0,50.0
176,54,Beverage Item 11,Beverage,1,50.0,50.0
177,54,Beverage Item 23,Beverage,2,25.0,50.0
178,55,Starter Item 32,Starter,1,51.32,51.32
179,55,Main Course Item 6,Main Course,1,197.8,197.8
180,56,Starter Item 48,Starter,2,102.34,204.69
181,56,Dessert Item 3,Dessert,1,121.15,121.15
182,56,Starter Item 15,Starter,3,19.54,58.61
183,56,Starter Item 46,Starter,3,17.63,52.89
184,57,Beverage Item 38,Beverage,1,364.8,364.8
185,57,Starter Item 44,Starter,1,57.79,57.79
186,57,Dessert Item 42,Dessert,1,90.69,90.69
187,57,Starter Item 19,Starter,3,17.52,52.56
188,57,Dessert Item 44,Dessert,2,27.02,54.04
189,58,Dessert Item 12,Dessert,1,77.55,77.55
190,58,Dessert Item 1,Dessert,1,234.04,234.04
191,58,Main Course Item 49,Main Course,1,151.26,151.26
192,58,Main Course Item 26,Main Course,1,56.32,56.32
193,58,Dessert Item 32,Dessert,3,17.51,52.54
194,58,Starter Item 43,Starter,2,28.26,56.53
195,59,Starter Item 37,Starter,1,331.16,331.16
196,59,Beverage Item 45,Beverage,3,47.72,143.15
197,59,Main Course Item 4,Main Course,2,38.28,76.55
198,59,Beverage Item 41,Beverage,2,25.44,50.88
199,59,Starter Item 9,Starter,3,16.75,50.25
200,59,Starter Item 43,Starter,3,16.69,50.07
201,60,Main Course Item 48,Main Course,3,72.47,217.4
202,60,Dessert Item 17,Dessert,3,63.86,191.59
203,61,Beverage Item 16,Beverage,3,205.03,615.1
204,62,Starter Item 19,Starter,3,86.96,260.87
205,62,Dessert Item 15,Dessert,1,51.07,51.07
206,62,Dessert Item 49,Dessert,1,70.95,70.95
207,62,Dessert Item 26,Dessert,1,112.64,112.64
208,63,Starter Item 34,Starter,1,326.16,326.16
209,63,Starter Item 24,Starter,2,297.93,595.85
210,64,Main Course Item 45,Main Course,1,253.12,253.12
211,64,Dessert Item 7,Dessert,1,83.08,83.08
212,64,Beverage Item 42,Beverage,2,53.04,106.09
213,64,Main Course Item 32,Main Course,3,38.11,114.32
214,65,Dessert Item 18,Dessert,1,84.4,84.4
215,65,Beverage Item 22,Beverage,3,218.62,655.85
216,66,Beverage Item 41,Beverage,3,399.81,1199.44
217,67,Main Course Item 22,Main Course,1,328.32,328.32
218,67,Dessert Item 19,Dessert,3,61.9,185.71
219,67,Starter Item 39,Starter,3,32.86,98.57
220,67,Main Course Item 45,Main Course,3,36.49,109.47
221,67,Main Course Item 6,Main Course,2,29.29,58.57
222,68,Main Course Item 3,Main Course,2,104.06,208.13
223,69,Beverage Item 17,Beverage,3,313.82,941.46
224,70,Dessert Item 40,Dessert,1,144.41,144.41
225,70,Starter Item 48,Starter,2,25.51,51.01
226,70,Dessert Item 22,Dessert,3,24.2,72.59
227,71,Main Course Item 44,Main Course,2,50.37,100.74
228,71,Beverage Item 31,Beverage,2,37.8,75.61
229,71,Beverage Item 38,Beverage,1,165.74,165.74
230,71,Main Course Item 48,Main Course,3,247.93,743.79
231,72,Beverage Item 42,Beverage,2,129.58,259.16
232,72,Dessert Item 18,Dessert,3,104.62,313.85
233,72,Beverage Item 11,Beverage,3,28.37,85.1
234,72,Dessert Item 17,Dessert,3,39.64,118.91
235,72,Dessert Item 46,Dessert,2,50.53,101.05
236,72,Beverage Item 33,Beverage,1,81.97,81.97
237,73,Main Course Item 9,Main Course,1,169.75,169.75
238,73,Dessert Item 37,Dessert,3,23.45,70.34
239,73,Starter Item 27,Starter,2,25.03,50.05
240,73,Dessert Item 15,Dessert,2,25.0,50.01
241,73,Beverage Item 43,Beverage,2,27.2,54.4
242,74,Dessert Item 47,Dessert,2,26.42,52.83
243,74,Starter Item 29,Starter,2,28.8,57.61
244,74,Starter Item 34,Starter,2,28.78,57.56
245,74,Starter Item 41,Starter,3,17.33,51.99
246,75,Main Course Item 5,Main Course,2,75.04,150.09
247,75,Starter Item 17,Starter,1,65.24,65.24
248,75,Main Course Item 8,Main Course,3,28.06,84.19
249,75,Starter Item 35,Starter,2,26.75,53.5
250,75,Starter Item 41,Starter,3,26.18,78.54
251,75,Dessert Item 27,Dessert,1,60.85,60.85
252,76,Beverage Item 27,Beverage,2,88.07,176.14
253,76,Starter Item 24,Starter,1,54.97,54.97
254,76,Beverage Item 40,Beverage,2,25.43,50.87
255,76,Main Course Item 7,Main Course,3,16.68,50.04
256,76,Beverage Item 21,Beverage,2,25.0,50.0
257,76,Beverage Item 27,Beverage,1,50.01,50.01
258,77,Starter Item 39,Starter,1,176.45,176.45
259,77,Beverage Item 30,Beverage,2,105.13,210.25
260,77,Starter Item 41,Starter,1,54.4,54.4
261,77,Main Course Item 34,Main Course,3,18.47,55.4
262,77,Starter Item 42,Starter,3,45.75,137.24
263,77,Beverage Item 28,Beverage,1,315.32,315.32
264,78,Dessert Item 34,Dessert,1,755.78,755.78
265,79,Main Course Item 24,Main Course,3,77.26,231.77
266,80,Starter Item 30,Starter,2,26.8,53.59
267,80,Beverage Item 49,Beverage,2,35.93,71.86
268,80,Main Course Item 43,Main Course,1,50.71,50.71
269,80,Main Course Item 24,Main Course,1,64.79,64.79
270,81,Main Course Item 26,Main Course,1,307.54,307.54
271,81,Starter Item 18,Starter,2,286.17,572.34
272,82,Dessert Item 5,Dessert,3,20.26,60.77
273,82,Main Course Item 31,Main Course,1,183.58,183.58
274,82,Dessert Item 12,Dessert,2,138.38,276.75
275,82,Starter Item 11,Starter,3,63.01,189.04
276,83,Beverage Item 46,Beverage,2,117.61,235.22
277,83,Beverage Item 36,Beverage,3,105.64,316.92
278,83,Beverage Item 3,Beverage,2,79.05,158.11
279,83,Main Course Item 26,Main Course,3,37.72,113.17
280,83,Dessert Item 12,Dessert,2,37.68,75.36
281,83,Starter Item 17,Starter,1,53.54,53.54
282,84,Dessert Item 8,Dessert,3,109.98,329.95
283,84,Main Course Item 18,Main Course,3,50.59,151.78
284,84,Starter Item 21,Starter,2,49.83,99.66
285,84,Dessert Item 7,Dessert,3,21.1,63.31
286,84,Dessert Item 2,Dessert,3,24.39,73.17
287,85,Beverage Item 26,Beverage,1,320.78,320.78
288,85,Dessert Item 12,Dessert,1,374.13,374.13
289,85,Dessert Item 40,Dessert,3,17.47,52.42
290,85,Main Course Item 14,Main Course,1,50.77,50.77
291,85,Starter Item 20,Starter,1,50.95,50.95
292,86,Beverage Item 27,Beverage,3,28.73,86.2
293,86,Main Course Item 43,Main Course,1,170.53,170.53
294,86,Dessert Item 47,Dessert,2,28.52,57.05
295,86,Starter Item 40,Starter,2,108.47,216.94
296,86,Beverage Item 32,Beverage,2,70.85,141.7
297,87,Beverage Item 6,Beverage,2,74.99,149.98
298,87,Starter Item 14,Starter,3,53.44,160.31
299,87,Dessert Item 17,Dessert,1,106.36,106.36
300,87,Starter Item 1,Starter,3,20.32,60.97
301,87,Beverage Item 40,Beverage,1,59.88,59.88
302,87,Dessert Item 11,Dessert,3,17.12,51.36
303,88,Dessert Item 35,Dessert,2,113.25,226.49
304,89,Dessert Item 48,Dessert,1,98.45,98.45
305,89,Starter Item 18,Starter,1,57.04,57.04
306,89,Starter Item 41,Starter,1,51.57,51.57
307,89,Dessert Item 36,Dessert,2,40.62,81.25
308,90,Main Course Item 9,Main Course,1,118.55,118.55
309,90,Beverage Item 43,Beverage,1,146.37,146.37
310,90,Dessert Item 49,Dessert,2,26.67,53.34
311,90,Starter Item 49,Starter,2,78.29,156.58
312,91,Starter Item 14,Starter,3,195.34,586.02
313,92,Beverage Item 15,Beverage,3,34.21,102.62
314,92,Beverage Item 39,Beverage,1,70.15,70.15
315,92,Main Course Item 37,Main Course,3,21.38,64.13
316,92,Starter Item 15,Starter,1,54.33,54.33
317,92,Main Course Item 32,Main Course,2,48.67,97.34
318,93,Beverage Item 11,Beverage,1,228.88,228.88
319,93,Starter Item 19,Starter,3,58.9,176.69
320,93,Beverage Item 31,Beverage,2,192.89,385.78
321,93,Starter Item 5,Starter,2,85.3,170.6
322,93,Main Course Item 42,Main Course,1,52.99,52.99
323,94,Dessert Item 10,Dessert,2,88.77,177.55
324,94,Main Course Item 26,Main Course,2,53.14,106.27
325,94,Beverage Item 25,Beverage,3,216.4,649.2
326,95,Beverage Item 42,Beverage,1,55.93,55.93
327,95,Dessert Item 33,Dessert,2,26.33,52.66
328,95,Dessert Item 17,Dessert,2,25.53,51.06
329,95,Dessert Item 28,Dessert,2,25.92,51.85
330,95,Beverage Item 20,Beverage,2,25.31,50.62
331,95,Main Course Item 7,Main Course,1,50.64,50.64
332,96,Dessert Item 48,Dessert,3,105.05,315.15
333,96,Starter Item 36,Starter,1,730.99,730.99
334,97,Beverage Item 45,Beverage,2,65.13,130.26
335,97,Beverage Item 22,Beverage,1,89.12,89.12
336,97,Main Course Item 9,Main Course,2,25.96,51.92
337,97,Main Course Item 28,Main Course,1,198.23,198.23
338,98,Dessert Item 27,Dessert,2,224.72,449.45
339,99,Beverage Item 45,Beverage,2,56.35,112.71
340,99,Starter Item 11,Starter,1,705.2,705.2
341,100,Dessert Item 40,Dessert,2,168.76,337.52
342,100,Main Course Item 18,Main Course,2,220.66,441.31
343,101,Starter Item 7,Starter,2,436.39,872.78
344,102,Main Course Item 9,Main Course,3,127.71,383.13
345,102,Dessert Item 4,Dessert,3,202.18,606.55
346,103,Starter Item 15,Starter,2,86.64,173.28
347,103,Main Course Item 48,Main Course,2,128.04,256.08
348,103,Beverage Item 19,Beverage,1,82.93,82.93
349,103,Beverage Item 12,Beverage,1,149.4,149.4
350,103,Dessert Item 34,Dessert,3,112.07,336.22
351,104,Starter Item 42,Starter,3,23.26,69.79
352,104,Main Course Item 44,Main Course,2,27.54,55.09
353,104,Main Course Item 5,Main Course,2,32.59,65.19
354,104,Beverage Item 14,Beverage,2,27.6,55.21
355,104,Dessert Item 1,Dessert,2,27.06,54.11
356,104,Starter Item 1,Starter,2,28.86,57.72
357,105,Beverage Item 39,Beverage,3,78.88,236.65
358,105,Beverage Item 21,Beverage,3,187.81,563.43
359,106,Beverage Item 33,Beverage,1,682.88,682.88
360,107,Main Course Item 14,Main Course,3,102.63,307.88
361,107,Dessert Item 35,Dessert,3,79.64,238.92
362,107,Beverage Item 24,Beverage,1,99.94,99.94
363,107,Beverage Item 17,Beverage,2,29.75,59.5
364,107,Main Course Item 28,Main Course,2,52.18,104.36
365,108,Starter Item 28,Starter,3,142.39,427.17
366,109,Starter Item 15,Starter,1,84.34,84.34
367,109,Starter Item 36,Starter,1,100.15,100.15
368,109,Main Course Item 6,Main Course,1,388.28,388.28
369,109,Main Course Item 3,Main Course,2,191.41,382.82
370,110,Dessert Item 45,Dessert,3,46.25,138.74
371,110,Starter Item 4,Starter,3,22.21,66.63
372,110,Main Course Item 22,Main Course,3,48.32,144.95
373,110,Starter Item 5,Starter,3,111.96,335.89
374,111,Dessert Item 14,Dessert,1,1051.78,1051.78
375,112,Beverage Item 34,Beverage,3,27.07,81.22
376,112,Starter Item 47,Starter,3,69.76,209.29
377,112,Beverage Item 20,Beverage,3,23.36,70.08
378,113,Beverage Item 34,Beverage,3,111.71,335.13
379,113,Dessert Item 46,Dessert,2,52.88,105.77
380,113,Dessert Item 34,Dessert,2,121.52,243.04
381,113,Beverage Item 15,Beverage,2,30.12,60.25
382,114,Starter Item 9,Starter,2,17.59,35.19
383,114,Beverage Item 17,Beverage,2,25.0,50.0
384,114,Main Course Item 36,Main Course,2,25.0,50.0
385,114,Main Course Item 32,Main Course,2,25.0,50.0
386,114,Main Course Item 25,Main Course,1,50.0,50.0
387,114,Main Course Item 20,Main Course,2,25.0,50.0
388,115,Dessert Item 42,Dessert,2,192.3,384.61
389,115,Starter Item 8,Starter,2,135.63,271.26
390,115,Dessert Item 33,Dessert,2,100.39,200.79
391,116,Main Course Item 46,Main Course,3,100.45,301.35
392,116,Beverage Item 9,Beverage,3,113.4,340.2
393,117,Main Course Item 43,Main Course,3,383.8,1151.39
394,118,Beverage Item 36,Beverage,3,127.88,383.65
395,118,Starter Item 8,Starter,3,37.69,113.07
396,118,Main Course Item 8,Main Course,1,106.83,106.83
397,118,Main Course Item 2,Main Course,1,50.11,50.11
398,118,Main Course Item 42,Main Course,3,17.01,51.03
399,118,Main Course Item 36,Main Course,3,17.08,51.24
400,119,Starter Item 43,Starter,2,176.92,353.84
401,120,Main Course Item 24,Main Course,3,124.14,372.42
402,120,Beverage Item 34,Beverage,3,19.56,58.67
403,120,Starter Item 33,Starter,1,561.21,561.21
404,121,Dessert Item 24,Dessert,2,53.14,106.29
405,121,Main Course Item 23,Main Course,2,227.66,455.31
406,122,Main Course Item 23,Main Course,1,240.27,240.27
407,122,Beverage Item 13,Beverage,3,32.84,98.52
408,122,Starter Item 15,Starter,1,104.87,104.87
409,123,Main Course Item 44,Main Course,2,158.77,317.53
410,123,Starter Item 34,Starter,3,111.06,333.17
411,123,Starter Item 31,Starter,3,39.39,118.17
412,123,Beverage Item 19,Beverage,3,94.27,282.82
413,124,Beverage Item 46,Beverage,1,101.92,101.92
414,124,Dessert Item 33,Dessert,2,30.79,61.57
415,124,Main Course Item 14,Main Course,3,95.0,285.01
416,125,Main Course Item 18,Main Course,1,308.14,308.14
417,126,Dessert Item 45,Dessert,3,71.44,214.33
418,126,Beverage Item 10,Beverage,1,51.27,51.27
419,126,Beverage Item 11,Beverage,3,16.93,50.8
420,126,Starter Item 31,Starter,1,50.7,50.7
421,126,Beverage Item 27,Beverage,2,25.19,50.38
422,126,Starter Item 2,Starter,1,50.33,50.33
423,127,Dessert Item 31,Dessert,1,274.06,274.06
424,127,Starter Item 28,Starter,1,95.47,95.47
425,127,Dessert Item 21,Dessert,3,19.2,57.61
426,127,Dessert Item 41,Dessert,3,17.32,51.97
427,127,Dessert Item 38,Dessert,1,63.86,63.86
428,127,Dessert Item 42,Dessert,3,21.82,65.45
429,128,Beverage Item 8,Beverage,2,33.07,66.13
430,128,Main Course Item 44,Main Course,1,50.4,50.4
431,128,Dessert Item 6,Dessert,2,26.94,53.88
432,129,Starter Item 11,Starter,2,86.62,173.24
433,129,Main Course Item 21,Main Course,1,171.55,171.55
434,129,Starter Item 19,Starter,3,202.86,608.57
435,130,Starter Item 8,Starter,2,57.44,114.88
436,130,Starter Item 5,Starter,3,72.53,217.59
437,130,Dessert Item 4,Dessert,2,120.93,241.87
438,130,Main Course Item 14,Main Course,2,62.73,125.46
439,130,Dessert Item 17,Dessert,3,33.55,100.65
440,130,Beverage Item 37,Beverage,1,73.29,73.29
441,131,Dessert Item 46,Dessert,2,28.5,57.0
442,131,Starter Item 10,Starter,2,35.44,70.89
443,131,Beverage Item 37,Beverage,2,32.42,64.83
444,131,Main Course Item 19,Main Course,2,44.0,87.99
445,131,Dessert Item 35,Dessert,2,29.46,58.92
446,131,Beverage Item 25,Beverage,1,85.12,85.12
447,132,Dessert Item 37,Dessert,1,190.8,190.8
448,132,Dessert Item 48,Dessert,3,50.39,151.18
449,132,Dessert Item 38,Dessert,2,199.49,398.99
450,132,Starter Item 9,Starter,2,118.04,236.09
451,133,Starter Item 21,Starter,3,84.56,253.69
452,133,Starter Item 11,Starter,1,242.11,242.11
453,133,Main Course Item 18,Main Course,2,80.14,160.29
454,134,Dessert Item 19,Dessert,3,80.2,240.59
455,134,Dessert Item 27,Dessert,3,291.02,873.06
456,135,Dessert Item 11,Dessert,2,147.19,294.38
457,135,Dessert Item 21,Dessert,2,48.9,97.8
458,135,Main Course Item 11,Main Course,2,74.66,149.31
459,135,Dessert Item 34,Dessert,2,272.13,544.26
460,136,Main Course Item 28,Main Course,3,20.88,62.64
461,136,Beverage Item 4,Beverage,3,55.0,165.0
462,136,Starter Item 9,Starter,2,78.55,157.09
463,136,Starter Item 41,Starter,1,67.36,67.36
464,137,Main Course Item 3,Main Course,1,252.46,252.46
465,137,Starter Item 23,Starter,2,33.88,67.76
466,137,Starter Item 25,Starter,2,50.99,101.99
467,137,Main Course Item 9,Main Course,1,59.41,59.41
468,137,Main Course Item 31,Main Course,1,96.74,96.74
469,137,Beverage Item 21,Beverage,2,26.41,52.82
470,138,Starter Item 25,Starter,3,46.71,140.12
471,138,Starter Item 36,Starter,2,47.28,94.56
472,138,Dessert Item 47,Dessert,2,33.38,66.76
473,138,Dessert Item 15,Dessert,2,34.8,69.61
474,139,Beverage Item 12,Beverage,1,133.88,133.88
475,139,Main Course Item 14,Main Course,1,352.71,352.71
476,139,Main Course Item 35,Main Course,2,86.73,173.45
477,139,Starter Item 11,Starter,2,35.34,70.69
478,139,Main Course Item 12,Main Course,3,18.2,54.59
479,140,Main Course Item 34,Main Course,3,99.68,299.05
480,140,Beverage Item 4,Beverage,3,20.23,60.7
481,140,Dessert Item 7,Dessert,2,33.39,66.78
482,140,Dessert Item 48,Dessert,3,19.63,58.88
483,140,Dessert Item 49,Dessert,3,17.35,52.06
484,141,Beverage Item 40,Beverage,2,31.1,62.2
485,141,Starter Item 21,Starter,2,121.48,242.97
486,141,Beverage Item 12,Beverage,1,240.69,240.69
487,141,Starter Item 2,Starter,3,61.7,185.11
488,141,Beverage Item 14,Beverage,2,183.34,366.68
489,142,Beverage Item 30,Beverage,1,198.73,198.73
490,142,Starter Item 47,Starter,1,260.5,260.5
491,142,Main Course Item 39,Main Course,2,324.32,648.64
492,143,Dessert Item 30,Dessert,2,121.75,243.5
493,143,Main Course Item 40,Main Course,3,32.66,97.99
494,143,Dessert Item 25,Dessert,3,73.45,220.36
495,143,Starter Item 33,Starter,3,28.0,84.01
496,143,Starter Item 25,Starter,2,25.75,51.5
497,143,Main Course Item 27,Main Course,2,25.3,50.59
498,144,Beverage Item 11,Beverage,2,133.68,267.36
499,144,Beverage Item 25,Beverage,1,129.98,129.98
500,144,Starter Item 31,Starter,2,172.17,344.34
501,144,Main Course Item 46,Main Course,3,34.44,103.32
502,145,Beverage Item 45,Beverage,2,501.51,1003.03
503,146,Beverage Item 33,Beverage,3,32.45,97.35
504,146,Beverage Item 4,Beverage,3,341.29,1023.88
505,147,Beverage Item 47,Beverage,3,47.31,141.94
506,147,Dessert Item 20,Dessert,1,413.61,413.61
